"","id","name","release_date","publisher","categories","user_rating","expert_rating","game_mode"
"517",234900,"Anodyne","2013-03-22","Analgesic Productions","Single-player",0.85,0.75,1
"518",235210,"STRIDER™ / ストライダー飛竜®","2014-02-19","Capcom","Single-player",0.84,0.78,1
"519",235340,"Prime World","2014-03-31","Nival","Multi-player",0.59,0.65,0
"520",235380,"Blitzkrieg 3","2017-06-02","Nival","Single-player Multi-player Online Multi-Player",0.59,0.68,0
"521",235460,"METAL GEAR RISING: REVENGEANCE","2014-01-09","Konami Digital Entertainment","Single-player",0.92,0.83,1
"522",235540,"Warhammer: End Times - Vermintide","2015-10-23","Fatshark","Single-player",0.8,0.79,1
"523",235800,"Audiosurf 2","2015-05-26","Dylan Fitterer","Single-player",0.81,0.76,1
"524",236150,"Starpoint Gemini 2","2014-09-26","Iceberg Interactive","Single-player",0.7,0.7,1
"525",236390,"War Thunder","2013-08-15","Gaijin Entertainment","Single-player    Multiplayer",0.79,0.81,0
"526",236430,"DARK SOULS™ II","2014-04-25","BANDAI NAMCO Entertainment;FromSoftware, Inc","Single-player Multi-player",0.89,0.91,0
"527",236510,"Takedown: Red Sabre","2014-02-10","505 Games","Single-player Multi-player",0.39,0.34,0
"528",236690,"Blood Bowl 2","2015-09-22","Focus Home Interactive","Single-player Multi-player",0.72,0.76,0
"529",236850,"Europa Universalis IV","2013-08-13","Paradox Interactive","Single-player Multi-player  Multiplayer",0.83,0.87,0
"530",237630,"DuckTales: Remastered","2013-08-13","Capcom","Single-player",0.86,0.66,1
"531",237740,"Angry Video Game Nerd Adventures","2013-09-20","Screenwave Media","Single-player",0.89,0.77,1
"532",237850,"Dreamfall Chapters","2017-07-21","Red Thread Games","Single-player",0.83,0.71,1
"533",237930,"Transistor","2014-05-20","Supergiant Games","Single-player",0.95,0.83,1
"534",237990,"The Banner Saga","2014-01-14","Versus Evil","Single-player",0.9,0.8,1
"535",238010,"Deus Ex: Human Revolution - Director's Cut","2013-10-25","Square Enix;Feral Interactive (Mac)","Single-player",0.91,0.91,1
"536",238210,"System Shock 2","2013-05-10","Nightdive Studios","Single-player",0.94,0.92,1
"537",238320,"Outlast","2013-09-04","Red Barrels","Single-player",0.96,0.8,1
"538",238430,"Contagion","2013-10-25","Monochrome, Inc","Single-player Multi-player",0.72,0.62,0
"539",238460,"BattleBlock Theater®","2014-05-15","The Behemoth","Single-player Multi-player Online Multi-Player Local Multi-Player   Local",0.97,0.85,0
"540",238750,"Might & Magic X - Legacy","2014-01-23","Ubisoft","Single-player",0.67,0.7,1
"541",238960,"Path of Exile","2013-10-23","Grinding Gear Games","Single-player Multi-player Online Multi-Player",0.92,0.86,0
"542",239030,"Papers, Please","2013-08-08","3909","Single-player",0.96,0.85,1
"543",239070,"Hammerwatch","2013-08-12","Crackshell","Single-player Multi-player    Multiplayer",0.9,0.72,0
"544",239120,"FINAL FANTASY III","2014-05-27","Square Enix","Single-player",0.8,0.68,1
"545",239140,"Dying Light","2015-01-26","Techland Publishing","Single-player Multi-player",0.93,0.87,0
"546",239160,"Thief","2014-02-27","Square Enix;Feral Interactive (Mac)","Single-player",0.71,0.7,1
"547",239200,"Amnesia: A Machine for Pigs","2013-09-10","Frictional Games","Single-player",0.67,0.72,1
"548",239250,"Castlevania: Lords of Shadow 2","2014-02-25","Konami Digital Entertainment","Single-player",0.83,0.58,1
"549",239820,"Game Dev Tycoon","2013-08-29","Greenheart Games","Single-player",0.95,0.68,1
"550",239840,"Dead State: Reanimated","2014-12-04","DoubleBear Productions","Single-player",0.73,0.7,1
"551",240760,"Wasteland 2: Director's Cut","2014-09-18","inXile Entertainment","Single-player",0.83,0.87,1
"552",241320,"Ittle Dew","2013-07-23","Ludosity","Single-player",0.93,0.67,1
"553",241410,"CastleStorm","2013-07-29","Zen Studios","Single-player Multi-player",0.9,0.73,0
"554",241560,"The Crew™","2014-12-19","Ubisoft","Single-player Multi-player",0.67,0.71,0
"555",241600,"Rogue Legacy","2013-06-27","Cellar Door Games","Single-player",0.94,0.85,1
"556",241720,"Guncraft","2013-08-09","Reverb Triple XP","Single-player Multi-player",0.49,0.73,0
"557",241910,"Goodbye Deponia","2013-10-17","Daedalic Entertainment","Single-player",0.89,0.8,1
"558",242570,"Space Hulk","2013-08-15","Full Control","Single-player Multi-player  Multiplayer",0.7,0.58,0
"559",242640,"Styx: Master of Shadows","2014-10-07","Focus Home Interactive","Single-player",0.82,0.71,1
"560",242680,"Nuclear Throne","2015-12-05","Vlambeer","Single-player",0.96,0.89,1
"561",242700,"Injustice: Gods Among Us Ultimate Edition","2013-11-29","Warner Bros. Interactive Entertainment","Single-player Multi-player",0.86,0.79,0
"562",242760,"The Forest","2018-04-30","Endnight Games Ltd","Single-player Multi-player",0.93,0.83,0
"563",242820,"140","2013-10-16","Carlsen Games","Single-player",0.93,0.8,1
"564",242860,"Verdun","2015-04-28","M2H","Multi-player Online Multi-Player  Multiplayer",0.83,0.7,0
"565",242880,"Sir, You Are Being Hunted","2014-05-02","Big Robot Ltd","Single-player Multi-player",0.79,0.63,0
"566",242920,"Banished","2014-02-18","Shining Rock Software LLC","Single-player",0.9,0.73,1
"567",243200,"Memoria","2013-08-29","Daedalic Entertainment","Single-player",0.91,0.79,1
"568",243450,"Urban Trial Freestyle","2013-09-18","Tate Multimedia","Single-player",0.81,0.58,1
"569",243470,"Watch_Dogs™","2014-05-26","Ubisoft","Single-player Multi-player",0.67,0.77,0
"570",243800,"Gas Guzzlers Extreme","2013-10-08","Iceberg Interactive","Single-player Multi-player",0.86,0.73,0
"571",243930,"Bound By Flame","2014-05-08","Focus Home Interactive","Single-player",0.66,0.56,1
"572",243970,"Invisible, Inc.","2015-05-12","Klei Entertainment","Single-player",0.93,0.82,1
"573",244030,"Take On Mars","2017-02-09","Bohemia Interactive","Single-player Multi-player",0.56,0.62,0
"574",244050,"Rise of Flight United","2013-09-05","1C-777","Single-player Multi-player",0.52,0.77,0
"575",244160,"Homeworld Remastered Collection","2015-02-25","Gearbox Publishing;Aspyr (Mac)","Single-player Multi-player",0.87,0.86,0
"576",244210,"Assetto Corsa","2014-12-19","Kunos Simulazioni","Single-player Online Multi-Player",0.87,0.85,0
"577",244450,"Men of War: Assault Squad 2","2014-05-15","1C Entertainment","Single-player Multi-player",0.85,0.68,0
"578",244710,"Shelter","2013-08-28","Might and Delight","Single-player",0.85,0.69,1
"579",244730,"Divekick","2013-08-20","Iron Galaxy","Single-player Multi-player",0.84,0.73,0
"580",244910,"Homesick","2015-05-28","Lucky Pause","Single-player",0.78,0.72,1
"581",245170,"Skullgirls","2013-08-22","Marvelous;Autumn Games","Single-player Multi-player",0.94,0.83,0
"582",245280,"ENSLAVED™: Odyssey to the West™ Premium Edition","2013-10-24","BANDAI NAMCO Entertainment","Single-player",0.85,0.7,1
"583",245470,"Democracy 3","2013-10-14","Positech Games","Single-player",0.74,0.7,1
"584",245490,"Trials Fusion™","2014-04-24","Ubisoft","Single-player Multi-player",0.65,0.8,0
"585",245620,"Tropico 5","2014-05-23","Kalypso Media Digital","Single-player Multi-player   Multiplayer",0.76,0.75,0
"586",246090,"Spacebase DF-9","2014-10-27","Double Fine Productions","Single-player",0.19,0.49,1
"587",246110,"MASSIVE CHALICE","2015-06-01","Double Fine Productions","Single-player",0.71,0.73,1
"588",246700,"Strike Vector","2014-01-28","Ragequit Corporation","Single-player Multi-player",0.67,0.73,0
"589",246760,"Legends of Eisenwald","2015-07-02","Aterdux Entertainment","Single-player",0.77,0.71,1
"590",247000,"Talisman: Digital Edition","2014-02-25","Asmodee Digital","Single-player Multi-player Online Multi-Player Local Multi-Player   Multiplayer",0.75,0.51,0
"591",247080,"Crypt of the NecroDancer","2015-04-23","Brace Yourself Games;Klei Entertainment","Single-player Local",0.96,0.87,0
"592",247240,"Volgarr the Viking","2013-09-13","Adult Swim Games","Single-player",0.81,0.76,1
"593",247660,"Deadly Premonition: The Director's Cut","2013-10-29","Rising Star Games","Single-player",0.69,0.59,1
"594",247730,"Nether: Resurrected","2014-06-05","Nether Productions, LLC","Single-player Multi-player",0.42,0.57,0
"595",247950,"Sacred 3","2014-07-31","Deep Silver","Single-player Multi-player",0.25,0.57,0
"596",248310,"Freedom Planet","2014-07-21","GalaxyTrail","Single-player",0.96,0.83,1
"597",248610,"Door Kickers","2014-10-20","KillHouse Games","Single-player    Multiplayer",0.94,0.83,0
"598",248820,"Risk of Rain","2013-11-08","Chucklefish","Single-player Multi-player",0.93,0.77,0
"599",248860,"NEO Scavenger","2014-12-15","Blue Bottle Games","Single-player",0.9,0.77,1
"600",249130,"LEGO® Marvel™ Super Heroes","2013-11-15","Warner Bros. Interactive Entertainment;Feral Interactive (Mac)","Single-player",0.93,0.78,1
"601",249230,"Risen 3 - Titan Lords","2014-08-13","Deep Silver","Single-player",0.71,0.65,1
"602",249590,"Teslagrad","2013-12-13","Rain Games","Single-player",0.86,0.77,1
"603",249650,"Blackguards","2014-01-22","Daedalic Entertainment","Single-player",0.61,0.68,1
"604",249870,"Scribblenauts Unmasked: A DC Comics Adventure","2013-09-24","Warner Bros. Interactive Entertainment","Single-player",0.82,0.68,1
"605",250110,"Assault Android Cactus","2015-09-23","Witch Beam","Single-player Local",0.95,0.79,0
"606",250260,"Jazzpunk: Director's Cut","2014-02-07","Necrophone Games","Single-player",0.91,0.75,1
"607",250320,"The Wolf Among Us","2013-10-11","Telltale Games","Single-player",0.98,0.85,1
"608",250380,"Knock-knock","2013-10-04","Ice-Pick Lodge","Single-player",0.88,0.57,1
"609",250400,"How to Survive","2014-08-29","505 Games","Single-player Multi-player",0.82,0.6,0
"610",250520,"UnderRail","2015-12-18","Stygian Software","Single-player",0.85,0.72,1
"611",250560,"Fight The Dragon","2014-12-04","3 Sprockets","Single-player Multi-player    Multiplayer",0.8,0.76,0
"612",250620,"Among the Sleep - Enhanced Edition","2014-05-29","Krillbite Studio","Single-player",0.87,0.66,1
"613",250760,"Shovel Knight: Treasure Trove","2014-06-26","Yacht Club Games","Single-player Local",0.97,0.85,0
"614",251060,"Wargame: Red Dragon","2014-04-17","Focus Home Interactive","Single-player Multi-player",0.87,0.78,0
"615",251130,"Chroma Squad","2015-04-30","Behold Studios","Single-player",0.93,0.75,1
"616",251150,"The Legend of Heroes: Trails in the Sky","2014-07-29","XSEED Games;Marvelous USA, Inc.","Single-player",0.91,0.85,1
"617",251470,"TowerFall Ascension","2014-03-11","Matt Makes Games Inc.","Single-player",0.94,0.87,1
"618",251950,"WWII Online","2017-09-05","Cornered Rat Software","Single-player Online Multi-Player",0.41,0.73,0
"619",251990,"Long Live The Queen","2013-11-08","Hanako Games","Single-player",0.95,0.67,1
"620",252030,"Valdis Story: Abyssal City","2013-10-30","Endlessfluff Games","Single-player",0.85,0.83,1
"621",252110,"Lovers in a Dangerous Spacetime","2015-09-09","Asteroid Base","Single-player",0.95,0.8,1
"622",252330,"Slender: The Arrival","2013-10-28","Blue Isle Studios","Single-player",0.89,0.65,1
"623",252410,"SteamWorld Dig","2013-12-05","Image & Form Games","Single-player",0.93,0.76,1
"624",252450,"StarDrive 2","2015-04-09","Iceberg Interactive","Single-player",0.56,0.7,1
"625",252490,"Rust","2018-02-08","Facepunch Studios","Multi-player Online Multi-Player     Multiplayer",0.8,0.69,0
"626",252630,"Eldritch Reanimated","2013-10-21","Minor Key Games","Single-player",0.88,0.77,1
"627",252670,"Nihilumbra","2013-10-25","BeautiFun Games","Single-player",0.89,0.75,1
"628",252950,"Rocket League®","2015-07-07","Psyonix, Inc.","Single-player Multi-player    Multiplayer",0.92,0.86,0
"629",253030,"Race The Sun","2013-12-09","Flippfly LLC","Single-player",0.94,0.79,1
"630",253110,"The Cat Lady","2013-12-04","Screen 7","Single-player",0.93,0.81,1
"631",253230,"A Hat in Time","2017-10-05","Gears for Breakfast","Single-player Local",0.98,0.79,0
"632",253330,"Neverending Nightmares","2014-09-26","Infinitap Games","Single-player",0.74,0.68,1
"633",253750,"Ikaruga","2014-02-18","Treasure","Single-player",0.95,0.84,1
"634",253840,"Shantae: Half-Genie Hero","2016-12-20","WayForward","Single-player",0.91,0.76,1
"635",253980,"Enclave","2013-10-04","Topware Interactive","Single-player",0.78,0.71,1
"636",254700,"resident evil 4 / biohazard 4","2014-02-27","Capcom","Single-player",0.84,0.79,1
"637",255070,"Abyss Odyssey","2014-07-15","SEGA","Single-player",0.62,0.69,1
"638",255220,"GRID Autosport","2014-06-26","Codemasters;Feral Interactive (Mac);Feral Interactive (Linux)","Single-player Multi-player   Multiplayer",0.76,0.78,0
"639",255300,"Journey of a Roach","2013-11-04","Daedalic Entertainment","Single-player",0.88,0.65,1
"640",255420,"Magic 2015 - Duels of the Planeswalkers","2014-07-16","Wizards of the Coast","Single-player Multi-player",0.44,0.6,0
"641",255710,"Cities: Skylines","2015-03-10","Paradox Interactive","Single-player",0.92,0.85,1
"642",256190,"Enemy Front","2014-06-10","CI Games","Single-player Multi-player",0.63,0.52,0
"643",256290,"Child of Light","2014-04-29","Ubisoft","Single-player",0.93,0.77,1
"644",257170,"Rebuild 3: Gangs of Deadsville","2015-05-29","Northway Games","Single-player",0.85,0.75,1
"645",257350,"Baldur's Gate II: Enhanced Edition","2013-11-15","Beamdog","Single-player Multi-player   Multiplayer",0.86,0.78,0
"646",257510,"The Talos Principle","2014-12-11","Devolver Digital;Croteam","Single-player",0.96,0.85,1
"647",257850,"Hyper Light Drifter","2016-03-31","Heart Machine","Single-player Local Multi-Player Local",0.94,0.84,0
"648",258180,"Deus Ex: The Fall","2014-03-17","Square Enix","Single-player",0.32,0.45,1
"649",258520,"The Vanishing of Ethan Carter","2014-09-25","The Astronauts","Single-player",0.89,0.82,1
"650",260750,"Neighbours from Hell Compilation","2013-11-07","THQ Nordic","Single-player",0.97,0.69,1
"651",261180,"Lethal League","2014-08-27","Team Reptile","Single-player Multi-player   Multiplayer",0.94,0.82,0
"652",261470,"Distant Worlds: Universe","2014-05-23","Slitherine Ltd.","Single-player",0.77,0.81,1
"653",261640,"Borderlands: The Pre-Sequel","2014-10-16","2K;Aspyr (Mac);Aspyr (Linux)","Single-player",0.77,0.75,1
"654",261760,"Lichdom: Battlemage","2014-08-26","Xaviant Games","Single-player",0.57,0.69,1
"655",262060,"Darkest Dungeon®","2016-01-19","Red Hook Studios","Single-player",0.86,0.84,1
"656",262280,"Dungeons 2","2015-04-24","Kalypso Media Digital","Single-player Multi-player  Multiplayer",0.79,0.7,0
"657",262830,"Crimsonland","2014-06-11","10tons Ltd","Single-player",0.9,0.68,1
"658",262960,"Castle In The Darkness","2015-02-05","Nicalis, Inc.","Single-player",0.79,0.76,1
"659",263280,"Spintires®: The Original Game","2014-06-12","Oovee® Game Studios","Single-player Online Multi-Player",0.85,0.67,0
"660",263500,"Dragons and Titans","2014-03-12","Versus Evil	","Single-player Multi-player   Multiplayer",0.77,0.43,0
"661",264710,"Subnautica","2018-01-23","Unknown Worlds Entertainment","Single-player",0.94,0.87,1
"662",265300,"Lords Of The Fallen™","2014-10-28","CI Games","Single-player",0.6,0.73,1
"663",265330,"Gomo","2013-12-06","Daedalic Entertainment","Single-player",0.75,0.5,1
"664",265590,"The Red Solstice","2015-07-09","Nkidu Games Inc.","Single-player Multi-player Online Multi-Player",0.73,0.74,0
"665",265690,"NaissanceE","2014-02-13","Limasse Five","Single-player",0.78,0.66,1
"666",265930,"Goat Simulator","2014-04-01","Coffee Stain Publishing","Single-player",0.89,0.62,1
"667",266510,"Hand of Fate","2015-02-17","Defiant Development","Single-player",0.91,0.78,1
"668",266840,"Age of Mythology: Extended Edition","2014-05-08","Microsoft Studios","Single-player Multi-player",0.86,0.66,0
"669",268050,"The Evil Within","2014-10-13","Bethesda Softworks","Single-player",0.82,0.68,1
"670",268130,"Heat Signature","2017-09-21","Suspicious Developments","Single-player",0.94,0.79,1
"671",268500,"XCOM® 2","2016-02-04","2K;Feral Interactive (Mac);Feral Interactive (Linux)","Single-player Multi-player  Multiplayer",0.8,0.88,0
"672",268870,"Satellite Reign","2015-08-27","5 Lives Studios","Single-player Multi-player Online Multi-Player Local Multi-Player   Local   Multiplayer",0.69,0.75,0
"673",268910,"Cuphead","2017-09-29","Studio MDHR Entertainment Inc.","Single-player Local",0.96,0.88,0
"674",269050,"Year Walk","2014-03-06","Simogo","Single-player",0.91,0.87,1
"675",269790,"DreadOut","2014-05-15","Digital Happiness","Single-player",0.76,0.55,1
"676",270150,"RUNNING WITH RIFLES","2015-04-02","Osumia Games","Single-player Multi-player Online Multi-Player    Multiplayer",0.88,0.78,0
"677",270880,"American Truck Simulator","2016-02-02","SCS Software","Single-player",0.92,0.76,1
"678",271240,"Offworld Trading Company - Free Multiplayer","2016-04-28","Stardock Entertainment","Single-player Multi-player Online Multi-Player    Multiplayer",0.74,0.78,0
"679",271590,"Grand Theft Auto V","2015-04-13","Rockstar Games","Single-player Multi-player",0.7,0.96,0
"680",272270,"Torment: Tides of Numenera","2017-02-27","inXile Entertainment","Single-player",0.69,0.81,1
"681",272470,"The Incredible Adventures of Van Helsing II","2014-06-13","NeocoreGames","Single-player Multi-player",0.67,0.77,0
"682",272510,"NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution","2014-09-15","BANDAI NAMCO Entertainment","Single-player Multi-player",0.81,0.61,0
"683",272890,"Vertiginous Golf","2015-05-06","Fellow Traveller","Single-player Multi-player",0.59,0.63,0
"684",274190,"Broforce","2015-10-15","Devolver Digital","Single-player Multi-player",0.97,0.83,0
"685",274230,"RONIN","2015-06-30","Devolver Digital","Single-player",0.69,0.7,1
"686",274270,"NOT A HERO","2015-05-14","Devolver Digital","Single-player",0.87,0.75,1
"687",274290,"Gods Will Be Watching","2014-07-24","Devolver Digital","Single-player",0.71,0.64,1
"688",274310,"Always Sometimes Monsters","2014-05-21","Devolver Digital","Single-player",0.75,0.73,1
"689",274350,"Dropsy","2015-09-10","Devolver Digital","Single-player",0.94,0.8,1
"690",274500,"Brigador: Up-Armored Edition","2016-06-02","Stellar Jockeys","Single-player",0.93,0.7,1
"691",274520,"Darkwood","2017-08-17","Acid Wizard Studio","Single-player",0.94,0.8,1
"692",274940,"Depth","2014-11-03","Digital Confectioners","Single-player Multi-player Online Multi-Player",0.87,0.65,0
"693",275100,"Shelter 2","2015-03-09","Might and Delight","Single-player",0.83,0.58,1
"694",275390,"Guacamelee! Super Turbo Championship Edition","2014-08-21","DrinkBox Studios","Single-player",0.93,0.8,1
"695",275670,"Space Run","2014-06-13","Focus Home Interactive","Single-player",0.86,0.73,1
"696",275850,"No Man's Sky","2016-08-12","Hello Games","Single-player Multi-player Online Multi-Player",0.53,0.61,0
"697",276810,"Mordheim: City of the Damned","2015-11-19","Focus Home Interactive","Single-player Multi-player",0.69,0.74,0
"698",277430,"Halo: Spartan Assault","2014-04-04","Microsoft Studios","Single-player",0.8,0.7,1
"699",278080,"DYNASTY WARRIORS 8: Xtreme Legends Complete Edition / 真・三國無双７ with 猛将伝","2014-05-13","KOEI TECMO GAMES CO., LTD.","Single-player",0.81,0.71,1
"700",278360,"A Story About My Uncle","2014-05-28","Coffee Stain Publishing","Single-player",0.92,0.73,1
"701",280160,"Aragami","2016-10-04","Lince Works","Single-player Multi-player Online Multi-Player    Multiplayer",0.89,0.71,0
"702",281610,"Homeworld: Deserts of Kharak","2016-01-20","Gearbox Publishing","Single-player Multi-player",0.79,0.79,0
"703",281640,"The Banner Saga 2","2016-04-19","Versus Evil","Single-player",0.91,0.82,1
"704",281990,"Stellaris","2016-05-09","Paradox Interactive","Single-player Multi-player  Multiplayer",0.78,0.78,0
"705",282070,"This War of Mine","2014-11-14","11 bit studios","Single-player",0.95,0.83,1
"706",282140,"SOMA","2015-09-21","Frictional Games","Single-player",0.96,0.84,1
"707",282560,"RollerCoaster Tycoon World™","2016-11-16","Atari;RCTO Productions","Single-player",0.25,0.43,1
"708",282900,"Hyperdimension Neptunia Re;Birth1 / 超次次元ゲイム ネプテューヌRe;Birth1 / 超次次元遊戲戰機少女重生1","2015-01-29","Idea Factory International, Inc.;IDEA FACTORY Co., Ltd.","Single-player",0.95,0.72,1
"709",283290,"Nosferatu: The Wrath of Malachi","2014-03-06","Funbox Media Ltd","Single-player",0.86,0.7,1
"710",283640,"Salt and Sanctuary","2016-05-17","Ska Studios","Single-player",0.92,0.84,1
"711",283680,"Astebreed: Definitive Edition","2014-05-30","AGM PLAYISM","Single-player",0.9,0.86,1
"712",284390,"The Last Door - Collector's Edition","2014-05-20","Phoenix Online Publishing","Single-player",0.95,0.79,1
"713",285190,"Warhammer 40,000: Dawn of War III","2017-04-27","SEGA;Feral Interactive (Mac);Feral Interactive (Linux)","Single-player Online Multi-Player",0.45,0.77,0
"714",285330,"RollerCoaster Tycoon® 2: Triple Thrill Pack","2014-05-21","Atari","Single-player",0.86,0.74,1
"715",285440,"Crimzon Clover WORLD IGNITION","2014-06-06","Degica","Single-player",0.95,0.85,1
"716",286000,"Tooth and Tail","2017-09-12","Pocketwatch Games","Single-player Multi-player Online Multi-Player Local Multi-Player",0.78,0.8,0
"717",286040,"Dead Effect","2014-12-17","BadFly Interactive, a.s.","Single-player",0.72,0.59,1
"718",286570,"F1 2015","2015-07-09","Codemasters;Feral Interactive (Linux)","Single-player Multi-player  Multiplayer",0.58,0.61,0
"719",287260,"Toybox Turbos","2014-11-11","Codemasters","Single-player Multi-player",0.85,0.69,0
"720",287390,"Metro: Last Light Redux","2014-08-27","Deep Silver","Single-player",0.8,0.76,1
"721",287450,"Rise of Nations: Extended Edition","2014-06-12","Microsoft Studios","Single-player Multi-player",0.92,0.89,0
"722",287700,"METAL GEAR SOLID V: THE PHANTOM PAIN","2015-09-01","Konami Digital Entertainment","Single-player Multi-player",0.89,0.91,0
"723",287980,"Mini Metro","2015-11-06","Dinosaur Polo Club","Single-player",0.96,0.77,1
"724",288160,"The Room","2014-07-28","Fireproof Games","Single-player",0.97,0.73,1
"725",289070,"Sid Meier’s Civilization® VI","2016-10-20","2K;Aspyr (Mac);Aspyr (Linux)","Single-player Multi-player",0.68,0.88,0
"726",289130,"Endless Legend™","2014-09-18","SEGA","Single-player Multi-player Online Multi-Player  Multiplayer",0.83,0.82,0
"727",289690,"LARA CROFT AND THE TEMPLE OF OSIRIS™","2014-12-08","Square Enix","Single-player Multi-player",0.56,0.73,0
"728",290080,"Life is Feudal: Your Own","2015-11-17","Bitbox Ltd.","Multi-player",0.64,0.63,0
"729",290340,"Armello","2015-09-01","League of Geeks","Single-player Online Multi-Player",0.8,0.75,0
"730",290770,"The Fall","2014-05-30","Over The Moon","Single-player",0.88,0.76,1
"731",290790,"Grey Goo","2015-01-23","Grey Box","Single-player Multi-player",0.68,0.77,0
"732",291410,"Duelyst","2016-08-23","BANDAI NAMCO Entertainment America","Single-player Multi-player Online Multi-Player  Multiplayer",0.81,0.82,0
"733",291480,"Warface","2014-07-01","My.com","Multi-player Online Multi-Player",0.69,0.62,0
"734",291650,"Pillars of Eternity","2015-03-26","Paradox Interactive","Single-player",0.86,0.89,1
"735",291860,"Pit People®","2018-03-02","The Behemoth","Single-player Multi-player Online Multi-Player Local Multi-Player   Local",0.94,0.78,0
"736",292030,"The Witcher® 3: Wild Hunt","2015-05-18","CD PROJEKT RED","Single-player",0.98,0.93,1
"737",292730,"Call of Duty®: Infinite Warfare","2016-11-03","Activision","Single-player Online Multi-Player",0.43,0.73,0
"738",293260,"Card Hunter","2015-07-13","Blue Manchu","Single-player Multi-player   Multiplayer",0.86,0.8,0
"739",294100,"RimWorld","2018-10-17","Ludeon Studios","Single-player",0.98,0.87,1
"740",296070,"MIND: Path to Thalamus Enhanced Edition","2014-08-05","Talking About Media","Single-player",0.68,0.75,1
"741",296830,"Lucius II","2015-02-13","Shiver Games","Single-player",0.59,0.48,1
"742",297000,"Heroes® of Might & Magic® III - HD Edition","2015-01-28","Ubisoft Entertainment","Single-player Multi-player",0.68,0.65,0
"743",297120,"Heavy Bullets","2014-09-18","Devolver Digital","Single-player",0.84,0.72,1
"744",297130,"Titan Souls","2015-04-14","Devolver Digital","Single-player",0.78,0.74,1
"745",298110,"Far Cry® 4","2014-12-01","Ubisoft","Single-player Multi-player",0.78,0.8,0
"746",298260,"Only If","2014-07-25","Creability","Single-player",0.64,0.39,1
"747",298520,"Orbital Gear","2014-08-07","Night Node","Single-player Multi-player   Multiplayer",0.83,0.59,0
"748",298600,"Lovely Planet","2014-07-31","tinyBuild","Single-player",0.92,0.61,1
"749",298630,"The Escapists","2015-02-13","Team17 Digital Ltd","Single-player",0.89,0.71,1
"750",299360,"Block N Load","2015-04-30","Toadman Interactive;Jagex","Single-player Multi-player",0.77,0.72,0
"751",300550,"Shadowrun: Dragonfall - Director's Cut","2014-09-18","Paradox Interactive","Single-player",0.9,0.87,1
"752",301640,"Zombie Army Trilogy","2015-03-06","Rebellion","Single-player",0.86,0.72,1
"753",301860,"Submerged","2015-08-03","Uppercut Games Pty Ltd","Single-player",0.74,0.47,1
"754",301910,"Saints Row: Gat out of Hell","2015-01-22","Deep Silver","Single-player",0.74,0.66,1
"755",301970,"Screencheat","2014-10-21","Fellow Traveller;Samurai Punk","Single-player Multi-player   Multiplayer",0.92,0.71,0
"756",302080,"Bus Driver","2014-06-03","SCS Software","Single-player",0.73,0.61,1
"757",302510,"Ryse: Son of Rome","2014-10-10","Crytek ","Single-player Multi-player",0.84,0.61,0
"758",302710,"BlazeRush","2014-10-28","Targem Games","Single-player Multi-player",0.87,0.66,0
"759",304030,"ArcheAge","2015-03-26","Trion Worlds","Multi-player",0.51,0.8,0
"760",304240,"Resident Evil / biohazard HD REMASTER","2015-01-19","CAPCOM Co., Ltd.","Single-player",0.91,0.82,1
"761",304390,"FOR HONOR™","2017-02-13","Ubisoft","Single-player Online Multi-Player",0.57,0.76,0
"762",304430,"INSIDE","2016-07-07","Playdead","Single-player",0.95,0.87,1
"763",304530,"Agents of Mayhem","2017-08-15","Deep Silver","Single-player",0.59,0.68,1
"764",304650,"SUNLESS SEA","2015-02-06","Failbetter Games","Single-player",0.83,0.81,1
"765",304730,"Train Fever","2014-09-04","Good Shepherd Entertainment","Single-player",0.63,0.67,1
"766",306660,"Ultimate General: Gettysburg","2014-10-16","Game-Labs","Single-player Multi-player  Multiplayer",0.82,0.84,0
"767",307230,"I, Zombie","2014-12-08","Awesome Games Studio","Single-player",0.83,0.65,1
"768",307670,"Hard West","2015-11-18","Good Shepherd Entertainment","Single-player",0.78,0.73,1
"769",307780,"Mortal Kombat X","2015-04-13","Warner Bros. Interactive Entertainment","Single-player Multi-player",0.75,0.84,0
"770",307960,"IL-2 Sturmovik: Battle of Stalingrad","2014-10-22","1C Game Studios","Single-player Multi-player",0.71,0.74,0
"771",308420,"Ziggurat","2014-10-23","Milkstone Studios","Single-player",0.87,0.75,1
"772",310080,"Hatoful Boyfriend","2014-09-04","Devolver Digital","Single-player",0.94,0.68,1
"773",310470,"Grand Ages: Medieval","2015-09-25","Kalypso Media Digital","Single-player Multi-player",0.44,0.63,0
"774",310510,"Deathtrap","2015-02-04","NeocoreGames","Single-player Multi-player",0.81,0.77,0
"775",310560,"DiRT Rally","2015-12-07","Codemasters;Feral Interactive (Linux);Feral Interactive (Mac)","Single-player Multi-player",0.88,0.86,0
"776",310950,"Street Fighter V","2016-02-15","Capcom","Single-player Multi-player  Multiplayer",0.49,0.89,0
"777",311210,"Call of Duty®: Black Ops III","2015-11-05","Activision;Aspyr (Mac)","Single-player Multi-player",0.61,0.73,0
"778",311240,"Zero Escape: Zero Time Dilemma","2016-06-29","Spike Chunsoft Co., Ltd.","Single-player",0.92,0.78,1
"779",311290,"SpellForce 3","2017-12-07","THQ Nordic","Single-player Multi-player",0.72,0.73,0
